vehicle_id,shop_id,daily_rental_usd,available_units,condition
BIKE_05227,SHOP_003,35.0,2,Good
BIKE_23158,SHOP_009,29.0,1,Good
BIKE_23158,SHOP_003,27.0,2,Good
BIKE_35780,SHOP_003,29.0,2,Fair
BIKE_35305,SHOP_012,56.0,3,Excellent
BIKE_08634,SHOP_001,9.0,3,Excellent
BIKE_24339,SHOP_009,30.0,3,Good
BIKE_24339,SHOP_003,32.0,1,Fair
BIKE_06367,SHOP_009,29.0,2,Good
BIKE_06367,SHOP_003,31.0,2,Good
BIKE_32436,SHOP_009,25.0,1,Fair
BIKE_32436,SHOP_003,23.0,1,Good
BIKE_18490,SHOP_001,12.0,1,Good
BIKE_14627,SHOP_009,27.0,1,Good
BIKE_14627,SHOP_003,25.0,3,Good
BIKE_24852,SHOP_009,30.0,2,Good
BIKE_24852,SHOP_003,30.0,2,Fair
BIKE_23531,SHOP_009,33.0,2,Good
BIKE_37049,SHOP_009,9.0,3,Excellent
BIKE_37049,SHOP_001,10.0,2,Fair
BIKE_27142,SHOP_009,28.0,2,Good
BIKE_27142,SHOP_003,29.0,1,Good
BIKE_06390,SHOP_009,9.0,1,Fair
BIKE_30924,SHOP_009,23.0,2,Good
BIKE_30924,SHOP_003,21.0,1,Excellent
BIKE_30760,SHOP_003,32.0,1,Fair
BIKE_30760,SHOP_009,31.0,1,Good
BIKE_03063,SHOP_009,41.0,1,Fair
BIKE_32866,SHOP_009,23.0,3,Fair
BIKE_32866,SHOP_003,24.0,2,Good
BIKE_28339,SHOP_003,20.0,1,Fair
BIKE_23454,SHOP_006,11.0,1,Good
BIKE_02561,SHOP_009,37.0,3,Good
BIKE_28586,SHOP_001,9.0,1,Fair
BIKE_04178,SHOP_003,22.0,2,Fair
BIKE_23715,SHOP_009,32.0,1,Good
BIKE_17559,SHOP_004,25.0,2,Excellent
BIKE_03899,SHOP_009,26.0,1,Fair
BIKE_07729,SHOP_003,30.0,2,Fair
BIKE_22501,SHOP_003,28.0,1,Excellent
BIKE_22501,SHOP_009,30.0,3,Fair
BIKE_23611,SHOP_003,20.0,1,Good
BIKE_16729,SHOP_009,20.0,1,Good
BIKE_37534,SHOP_003,22.0,1,Excellent
BIKE_37534,SHOP_009,21.0,1,Good
BIKE_09270,SHOP_007,10.0,2,Good
BIKE_09270,SHOP_003,9.0,2,Good
BIKE_04410,SHOP_003,30.0,1,Fair
BIKE_04410,SHOP_009,30.0,2,Fair
BIKE_03056,SHOP_009,28.0,2,Fair
BIKE_03056,SHOP_003,32.0,1,Good
BIKE_25158,SHOP_009,22.0,2,Good
BIKE_02043,SHOP_007,12.0,1,Good
BIKE_08982,SHOP_009,31.0,3,Excellent
BIKE_08982,SHOP_003,30.0,2,Good
BIKE_35124,SHOP_003,26.0,1,Good
BIKE_35124,SHOP_009,23.0,3,Excellent
BIKE_30611,SHOP_001,23.0,2,Good
BIKE_30611,SHOP_007,22.0,3,Excellent
BIKE_05128,SHOP_010,12.0,2,Good
BIKE_31858,SHOP_001,21.0,2,Excellent
BIKE_31858,SHOP_006,20.0,3,Good
BIKE_19602,SHOP_003,32.0,1,Fair
BIKE_19602,SHOP_009,32.0,1,Good
BIKE_25740,SHOP_003,22.0,2,Excellent
BIKE_25740,SHOP_009,23.0,3,Excellent
BIKE_37713,SHOP_012,39.0,1,Excellent
BIKE_23115,SHOP_003,23.0,3,Good
BIKE_23115,SHOP_009,21.0,3,Good
BIKE_16993,SHOP_006,9.0,1,Good
BIKE_16993,SHOP_003,9.0,3,Good
BIKE_03219,SHOP_003,20.0,3,Good
BIKE_33058,SHOP_009,40.0,2,Fair
BIKE_16055,SHOP_009,29.0,2,Good
BIKE_16055,SHOP_003,27.0,2,Excellent
BIKE_21480,SHOP_003,9.0,1,Fair
BIKE_29012,SHOP_009,41.0,1,Excellent
BIKE_29012,SHOP_003,44.0,1,Good
BIKE_09841,SHOP_009,32.0,1,Fair
BIKE_09841,SHOP_003,32.0,3,Good
BIKE_36594,SHOP_012,71.0,1,Good
BIKE_31940,SHOP_009,26.0,2,Fair
BIKE_00959,SHOP_003,36.0,1,Good
BIKE_00959,SHOP_009,38.0,3,Good
BIKE_00618,SHOP_007,18.0,3,Good
BIKE_21328,SHOP_009,10.0,3,Excellent
BIKE_21328,SHOP_007,12.0,2,Good
BIKE_28607,SHOP_009,18.0,1,Good
BIKE_21024,SHOP_003,30.0,2,Good
BIKE_09790,SHOP_012,40.0,1,Good
BIKE_16315,SHOP_009,51.0,1,Good
BIKE_16315,SHOP_003,48.0,1,Good
BIKE_12584,SHOP_004,21.0,2,Good
BIKE_26151,SHOP_009,21.0,1,Good
BIKE_22510,SHOP_001,11.0,2,Good
BIKE_22510,SHOP_003,10.0,2,Good
BIKE_09559,SHOP_009,30.0,3,Good
BIKE_09559,SHOP_003,29.0,2,Fair
BIKE_27471,SHOP_009,41.0,1,Excellent
BIKE_27471,SHOP_003,39.0,3,Good
BIKE_36020,SHOP_012,47.0,2,Fair
BIKE_01808,SHOP_009,39.0,2,Good
BIKE_36118,SHOP_003,26.0,2,Excellent
BIKE_36118,SHOP_009,25.0,3,Excellent
BIKE_35715,SHOP_003,37.0,2,Good
BIKE_35715,SHOP_009,37.0,1,Fair
BIKE_27399,SHOP_006,11.0,3,Excellent
BIKE_00248,SHOP_009,27.0,1,Good
BIKE_00248,SHOP_003,28.0,2,Good
BIKE_08765,SHOP_003,28.0,1,Good
BIKE_08570,SHOP_006,24.0,3,Good
BIKE_08570,SHOP_004,24.0,1,Good
BIKE_21838,SHOP_001,20.0,2,Good
BIKE_01162,SHOP_003,44.0,2,Good
BIKE_10333,SHOP_009,42.0,1,Good
BIKE_10333,SHOP_003,39.0,3,Good
BIKE_22407,SHOP_009,27.0,1,Good
BIKE_30860,SHOP_012,68.0,2,Fair
BIKE_23168,SHOP_009,22.0,1,Good
BIKE_30160,SHOP_007,24.0,3,Good
BIKE_04156,SHOP_003,8.0,2,Good
BIKE_04156,SHOP_006,10.0,3,Good
BIKE_06996,SHOP_009,29.0,2,Good
BIKE_23193,SHOP_012,47.0,3,Good
BIKE_20776,SHOP_006,22.0,1,Good
BIKE_26090,SHOP_009,23.0,1,Fair
BIKE_29169,SHOP_003,18.0,2,Good
BIKE_29169,SHOP_004,18.0,2,Fair
BIKE_26357,SHOP_003,33.0,1,Good
BIKE_03245,SHOP_003,20.0,2,Excellent
BIKE_03245,SHOP_009,22.0,3,Good
BIKE_28052,SHOP_009,26.0,3,Excellent
BIKE_28052,SHOP_003,27.0,2,Excellent
BIKE_19492,SHOP_009,23.0,2,Fair
BIKE_19492,SHOP_003,24.0,2,Fair
BIKE_08037,SHOP_001,8.0,2,Good
BIKE_33112,SHOP_003,31.0,1,Excellent
BIKE_33112,SHOP_009,32.0,1,Good
BIKE_32967,SHOP_012,46.0,1,Fair
BIKE_37728,SHOP_007,20.0,3,Excellent
BIKE_16503,SHOP_009,25.0,2,Good
BIKE_27237,SHOP_012,67.0,2,Fair
BIKE_23582,SHOP_006,18.0,1,Good
BIKE_28996,SHOP_009,30.0,3,Excellent
BIKE_25728,SHOP_003,20.0,2,Good
BIKE_32841,SHOP_001,10.0,2,Fair
BIKE_03835,SHOP_009,20.0,1,Good
BIKE_03835,SHOP_004,21.0,3,Excellent
BIKE_15212,SHOP_009,29.0,1,Good
BIKE_15212,SHOP_003,28.0,2,Good
BIKE_36626,SHOP_003,24.0,3,Excellent
BIKE_11775,SHOP_003,23.0,3,Good
BIKE_13630,SHOP_009,28.0,1,Good
BIKE_13630,SHOP_003,30.0,2,Fair
BIKE_16549,SHOP_009,26.0,3,Excellent
BIKE_16549,SHOP_003,27.0,2,Excellent
BIKE_10314,SHOP_009,28.0,3,Fair
BIKE_10314,SHOP_003,27.0,1,Good
BIKE_16176,SHOP_003,10.0,1,Good
BIKE_37597,SHOP_009,40.0,3,Good
BIKE_37597,SHOP_003,39.0,3,Fair
BIKE_29080,SHOP_009,32.0,2,Good
BIKE_29080,SHOP_003,30.0,3,Fair
BIKE_15769,SHOP_003,31.0,1,Good
BIKE_11732,SHOP_009,38.0,1,Good
BIKE_18718,SHOP_003,32.0,3,Good
BIKE_24341,SHOP_009,28.0,2,Fair
BIKE_24341,SHOP_003,28.0,2,Good
BIKE_30035,SHOP_003,30.0,1,Fair
BIKE_30035,SHOP_009,29.0,2,Good
BIKE_27088,SHOP_006,19.0,3,Fair
BIKE_38294,SHOP_009,29.0,2,Good
BIKE_30320,SHOP_009,22.0,3,Good
BIKE_09535,SHOP_001,10.0,1,Good
BIKE_09535,SHOP_003,10.0,2,Good
BIKE_10612,SHOP_009,46.0,3,Good
BIKE_10612,SHOP_003,44.0,1,Excellent
BIKE_13790,SHOP_009,11.0,2,Good
BIKE_37099,SHOP_001,12.0,2,Good
BIKE_20149,SHOP_003,34.0,2,Fair
BIKE_20149,SHOP_009,33.0,3,Good
BIKE_03049,SHOP_007,9.0,3,Good
BIKE_03049,SHOP_001,11.0,3,Excellent
BIKE_30509,SHOP_009,30.0,3,Good
BIKE_01786,SHOP_004,20.0,1,Excellent
BIKE_01786,SHOP_001,22.0,2,Good
BIKE_20507,SHOP_003,37.0,3,Good
BIKE_18654,SHOP_009,32.0,1,Good
BIKE_01077,SHOP_003,25.0,3,Good
BIKE_17035,SHOP_003,32.0,2,Good
BIKE_17035,SHOP_009,33.0,1,Excellent
BIKE_20500,SHOP_009,24.0,1,Good
BIKE_20500,SHOP_003,26.0,2,Good
BIKE_24101,SHOP_001,11.0,1,Excellent
BIKE_10376,SHOP_003,28.0,1,Excellent
BIKE_10376,SHOP_009,24.0,1,Good
BIKE_10059,SHOP_007,21.0,3,Good
BIKE_20275,SHOP_003,22.0,3,Excellent
BIKE_20275,SHOP_009,23.0,3,Good
BIKE_22549,SHOP_001,20.0,1,Fair
BIKE_22549,SHOP_004,19.0,3,Good
BIKE_27853,SHOP_009,33.0,3,Good
BIKE_24189,SHOP_006,20.0,3,Fair
BIKE_12983,SHOP_003,11.0,2,Good
BIKE_12983,SHOP_001,12.0,2,Good
BIKE_13398,SHOP_012,50.0,3,Good
BIKE_22329,SHOP_001,9.0,2,Excellent
BIKE_14194,SHOP_006,10.0,2,Good
BIKE_23679,SHOP_009,32.0,2,Good
BIKE_15917,SHOP_007,15.0,2,Good
BIKE_15917,SHOP_006,16.0,3,Good
BIKE_30248,SHOP_009,26.0,1,Fair
BIKE_30690,SHOP_009,22.0,1,Fair
BIKE_25627,SHOP_003,37.0,2,Good
BIKE_09771,SHOP_009,22.0,2,Excellent
BIKE_09771,SHOP_003,22.0,2,Good
BIKE_37279,SHOP_009,10.0,2,Excellent
BIKE_09285,SHOP_009,29.0,2,Good
BIKE_13913,SHOP_009,34.0,3,Excellent
BIKE_13913,SHOP_003,35.0,2,Fair
BIKE_12657,SHOP_009,45.0,2,Good
BIKE_38043,SHOP_009,30.0,1,Good
BIKE_38043,SHOP_003,28.0,3,Fair
BIKE_04202,SHOP_006,18.0,1,Fair
BIKE_08528,SHOP_009,36.0,3,Good
BIKE_04034,SHOP_003,22.0,2,Good
BIKE_04034,SHOP_009,20.0,3,Fair
BIKE_28938,SHOP_004,21.0,2,Good
BIKE_28938,SHOP_006,20.0,1,Good
BIKE_14803,SHOP_009,23.0,1,Good
BIKE_20555,SHOP_012,53.0,2,Good
BIKE_04393,SHOP_003,20.0,3,Good
BIKE_04393,SHOP_009,20.0,3,Good
BIKE_32173,SHOP_010,22.0,3,Good
BIKE_32173,SHOP_004,23.0,2,Good
BIKE_02185,SHOP_003,36.0,1,Good
BIKE_02185,SHOP_009,36.0,2,Excellent
BIKE_27680,SHOP_001,9.0,3,Good
BIKE_09976,SHOP_009,42.0,3,Excellent
BIKE_22842,SHOP_009,28.0,1,Good
BIKE_22842,SHOP_003,30.0,2,Good
BIKE_30100,SHOP_009,24.0,3,Good
BIKE_35134,SHOP_001,9.0,2,Good
BIKE_27359,SHOP_003,43.0,1,Excellent
BIKE_27359,SHOP_009,41.0,1,Excellent
BIKE_00702,SHOP_003,28.0,3,Fair
BIKE_35313,SHOP_006,8.0,2,Fair
BIKE_07403,SHOP_009,23.0,2,Fair
BIKE_00991,SHOP_009,46.0,3,Good
BIKE_10182,SHOP_009,24.0,2,Excellent
BIKE_10182,SHOP_003,22.0,3,Good
BIKE_21759,SHOP_012,40.0,1,Excellent
BIKE_19395,SHOP_003,27.0,3,Good
BIKE_19395,SHOP_009,26.0,1,Good
BIKE_19246,SHOP_009,20.0,3,Excellent
BIKE_19246,SHOP_003,21.0,1,Good
BIKE_13098,SHOP_010,11.0,2,Fair
BIKE_12527,SHOP_009,9.0,3,Good
BIKE_24802,SHOP_009,31.0,2,Good
BIKE_24802,SHOP_003,31.0,2,Good
BIKE_11181,SHOP_009,25.0,1,Excellent
BIKE_33796,SHOP_009,11.0,1,Good
BIKE_33796,SHOP_001,8.0,3,Good
BIKE_17851,SHOP_003,22.0,3,Good
BIKE_17851,SHOP_009,21.0,2,Good
BIKE_38745,SHOP_003,26.0,1,Good
BIKE_01889,SHOP_012,47.0,3,Good
BIKE_27041,SHOP_006,22.0,3,Good
BIKE_27041,SHOP_004,21.0,3,Excellent
BIKE_12843,SHOP_003,45.0,2,Good
BIKE_12843,SHOP_009,45.0,1,Fair
BIKE_27515,SHOP_010,19.0,1,Fair
BIKE_27515,SHOP_009,19.0,1,Good
BIKE_16162,SHOP_001,19.0,3,Good
BIKE_37848,SHOP_009,41.0,3,Good
BIKE_07468,SHOP_009,27.0,2,Good
BIKE_12570,SHOP_003,23.0,2,Good
BIKE_28657,SHOP_009,37.0,3,Fair
BIKE_28657,SHOP_003,35.0,3,Good
BIKE_03510,SHOP_003,28.0,1,Good
BIKE_03510,SHOP_009,29.0,2,Good
BIKE_36033,SHOP_001,20.0,3,Fair
BIKE_33541,SHOP_003,30.0,3,Fair
BIKE_29212,SHOP_006,11.0,3,Fair
BIKE_00377,SHOP_010,21.0,2,Fair
BIKE_36383,SHOP_003,27.0,1,Good
BIKE_36383,SHOP_009,27.0,3,Good
BIKE_02442,SHOP_009,30.0,3,Good
BIKE_02442,SHOP_003,33.0,2,Fair
BIKE_31986,SHOP_009,36.0,1,Good
BIKE_26065,SHOP_001,12.0,1,Good
BIKE_01337,SHOP_003,26.0,3,Good
BIKE_01337,SHOP_009,27.0,1,Fair
BIKE_24267,SHOP_009,23.0,2,Excellent
BIKE_24267,SHOP_003,21.0,2,Excellent
BIKE_19125,SHOP_003,22.0,2,Fair
BIKE_22055,SHOP_010,22.0,3,Good
BIKE_22055,SHOP_009,25.0,1,Fair
BIKE_35922,SHOP_009,31.0,3,Good
BIKE_08368,SHOP_004,20.0,2,Good
BIKE_08368,SHOP_007,21.0,1,Good
BIKE_26645,SHOP_007,23.0,3,Good
BIKE_03593,SHOP_009,28.0,3,Good
BIKE_22922,SHOP_009,24.0,1,Fair
BIKE_22922,SHOP_003,23.0,3,Excellent
BIKE_19027,SHOP_003,42.0,3,Excellent
BIKE_19027,SHOP_009,42.0,3,Fair
BIKE_10063,SHOP_009,36.0,1,Good
BIKE_10063,SHOP_003,36.0,1,Good
BIKE_20833,SHOP_009,30.0,3,Fair
BIKE_24650,SHOP_006,21.0,1,Excellent
BIKE_21349,SHOP_009,32.0,1,Good
BIKE_21349,SHOP_003,32.0,1,Good
BIKE_06536,SHOP_009,9.0,3,Fair
BIKE_06536,SHOP_001,10.0,1,Good
BIKE_15459,SHOP_009,25.0,3,Good
BIKE_15459,SHOP_003,23.0,3,Excellent
BIKE_23941,SHOP_003,25.0,3,Fair
BIKE_23941,SHOP_009,26.0,2,Good
BIKE_33491,SHOP_001,16.0,2,Fair
BIKE_33491,SHOP_009,19.0,1,Good
BIKE_26826,SHOP_003,23.0,2,Good
BIKE_26826,SHOP_009,23.0,3,Excellent
BIKE_10901,SHOP_003,18.0,2,Fair
BIKE_10901,SHOP_006,21.0,3,Good
BIKE_10445,SHOP_006,12.0,3,Good
BIKE_10445,SHOP_007,11.0,2,Fair
BIKE_16179,SHOP_003,23.0,3,Good
BIKE_28532,SHOP_003,35.0,2,Good
BIKE_28532,SHOP_009,35.0,2,Good
BIKE_01397,SHOP_009,23.0,2,Fair
BIKE_01397,SHOP_003,20.0,1,Excellent
BIKE_12792,SHOP_009,26.0,3,Good
BIKE_12792,SHOP_003,24.0,3,Fair
BIKE_00210,SHOP_009,27.0,3,Good
BIKE_00210,SHOP_003,29.0,3,Fair
BIKE_13874,SHOP_006,19.0,3,Good
BIKE_21023,SHOP_003,24.0,3,Good
BIKE_21023,SHOP_009,27.0,3,Good
BIKE_37250,SHOP_006,9.0,3,Good
BIKE_09480,SHOP_003,43.0,2,Excellent
BIKE_09480,SHOP_009,42.0,3,Good
BIKE_19408,SHOP_009,21.0,3,Excellent
BIKE_19408,SHOP_003,20.0,1,Good
BIKE_05911,SHOP_003,40.0,3,Good
BIKE_08993,SHOP_001,11.0,2,Good
BIKE_28675,SHOP_004,23.0,3,Good
BIKE_28675,SHOP_010,20.0,2,Excellent
BIKE_11816,SHOP_009,32.0,1,Excellent
BIKE_06366,SHOP_001,21.0,3,Good
BIKE_06366,SHOP_006,21.0,1,Good
BIKE_20869,SHOP_012,41.0,2,Excellent
BIKE_28389,SHOP_009,22.0,1,Good
BIKE_29279,SHOP_009,19.0,1,Good
BIKE_36134,SHOP_009,29.0,3,Good
BIKE_36134,SHOP_003,30.0,2,Fair
BIKE_16394,SHOP_003,32.0,3,Excellent
BIKE_16394,SHOP_009,32.0,1,Good
BIKE_30967,SHOP_009,23.0,1,Good
BIKE_04520,SHOP_001,9.0,2,Good
BIKE_04520,SHOP_003,9.0,2,Good
BIKE_25168,SHOP_003,29.0,2,Excellent
BIKE_36664,SHOP_003,36.0,2,Good
BIKE_18317,SHOP_009,38.0,3,Good
BIKE_11960,SHOP_009,30.0,1,Good
BIKE_11960,SHOP_003,32.0,2,Excellent
BIKE_36043,SHOP_001,10.0,2,Excellent
BIKE_33289,SHOP_010,18.0,2,Good
BIKE_13847,SHOP_009,25.0,3,Good
BIKE_13847,SHOP_003,27.0,3,Excellent
BIKE_14998,SHOP_009,34.0,1,Fair
BIKE_14998,SHOP_003,36.0,2,Good
BIKE_04160,SHOP_001,9.0,2,Good
BIKE_23923,SHOP_009,21.0,1,Excellent
BIKE_09159,SHOP_001,22.0,2,Good
BIKE_09159,SHOP_003,21.0,3,Good
BIKE_17797,SHOP_003,20.0,1,Good
BIKE_17797,SHOP_009,22.0,1,Fair
BIKE_37934,SHOP_009,29.0,3,Good
BIKE_37934,SHOP_003,28.0,1,Fair
BIKE_14475,SHOP_003,46.0,1,Excellent
BIKE_14492,SHOP_012,64.0,1,Fair
BIKE_12389,SHOP_003,23.0,2,Good
BIKE_12389,SHOP_001,23.0,2,Good
BIKE_22750,SHOP_006,12.0,3,Fair
BIKE_33926,SHOP_003,32.0,1,Good
BIKE_24513,SHOP_009,28.0,1,Good
BIKE_24513,SHOP_003,31.0,1,Good
BIKE_07119,SHOP_007,23.0,3,Fair
BIKE_24167,SHOP_009,25.0,2,Excellent
BIKE_37951,SHOP_006,11.0,1,Good
BIKE_37951,SHOP_009,9.0,1,Good
BIKE_13295,SHOP_009,31.0,3,Good
BIKE_13295,SHOP_003,31.0,3,Good
BIKE_31738,SHOP_003,20.0,1,Good
BIKE_28941,SHOP_003,11.0,2,Good
BIKE_28941,SHOP_009,10.0,3,Fair
BIKE_37478,SHOP_009,18.0,2,Good
BIKE_23502,SHOP_009,11.0,3,Good
BIKE_05638,SHOP_009,42.0,3,Good
BIKE_20986,SHOP_003,30.0,3,Good
BIKE_20986,SHOP_009,30.0,1,Excellent
BIKE_33862,SHOP_003,30.0,3,Good
BIKE_09584,SHOP_006,9.0,3,Excellent
BIKE_09584,SHOP_007,10.0,2,Good
BIKE_26130,SHOP_003,12.0,2,Fair
BIKE_08729,SHOP_010,22.0,2,Excellent
BIKE_26435,SHOP_003,26.0,1,Fair
BIKE_26435,SHOP_009,26.0,2,Good
BIKE_16718,SHOP_003,30.0,3,Fair
BIKE_04824,SHOP_007,18.0,3,Good
BIKE_04824,SHOP_004,18.0,3,Fair
BIKE_09733,SHOP_009,22.0,1,Good
BIKE_09298,SHOP_012,40.0,2,Good
BIKE_17968,SHOP_003,28.0,1,Good
BIKE_17968,SHOP_009,29.0,3,Good
BIKE_36602,SHOP_004,21.0,3,Good
BIKE_36602,SHOP_003,22.0,3,Fair
BIKE_07335,SHOP_003,32.0,1,Excellent
BIKE_12986,SHOP_004,20.0,1,Excellent
BIKE_12986,SHOP_010,22.0,1,Excellent
BIKE_01331,SHOP_004,19.0,2,Fair
BIKE_05576,SHOP_003,30.0,3,Fair
BIKE_21334,SHOP_007,25.0,3,Good
BIKE_26064,SHOP_006,25.0,1,Fair
BIKE_26064,SHOP_010,23.0,2,Good
BIKE_08355,SHOP_009,19.0,3,Excellent
BIKE_08355,SHOP_003,20.0,3,Good
BIKE_12423,SHOP_009,15.0,3,Good
BIKE_12423,SHOP_003,16.0,2,Excellent
BIKE_19402,SHOP_009,30.0,2,Fair
BIKE_08844,SHOP_009,28.0,1,Fair
BIKE_12556,SHOP_009,26.0,1,Excellent
BIKE_12010,SHOP_007,8.0,1,Good
BIKE_12010,SHOP_003,10.0,1,Fair
BIKE_36500,SHOP_007,17.0,1,Excellent
BIKE_36500,SHOP_004,17.0,3,Fair
BIKE_24219,SHOP_012,54.0,1,Good
BIKE_10160,SHOP_012,61.0,3,Good
BIKE_35540,SHOP_009,41.0,3,Good
BIKE_33906,SHOP_009,22.0,3,Good
BIKE_17147,SHOP_003,26.0,1,Good
BIKE_16416,SHOP_012,49.0,3,Good
BIKE_35664,SHOP_003,21.0,3,Excellent
BIKE_16790,SHOP_001,23.0,3,Good
BIKE_16790,SHOP_009,23.0,2,Good
BIKE_16036,SHOP_003,28.0,1,Good
BIKE_35950,SHOP_006,17.0,3,Excellent
BIKE_11107,SHOP_003,35.0,1,Good
BIKE_16612,SHOP_001,10.0,2,Fair
BIKE_18340,SHOP_006,23.0,1,Fair
BIKE_18340,SHOP_003,23.0,2,Excellent
BIKE_01348,SHOP_009,19.0,1,Fair
BIKE_18851,SHOP_009,28.0,1,Fair
BIKE_18851,SHOP_003,31.0,3,Good
BIKE_33988,SHOP_009,10.0,2,Good
BIKE_33988,SHOP_004,11.0,1,Fair
BIKE_06394,SHOP_003,9.0,2,Excellent
BIKE_06394,SHOP_009,10.0,2,Good
BIKE_09550,SHOP_006,20.0,2,Good
BIKE_09550,SHOP_009,23.0,1,Fair
BIKE_10791,SHOP_010,24.0,2,Good
BIKE_10791,SHOP_004,23.0,2,Excellent
BIKE_38596,SHOP_009,22.0,2,Good
BIKE_37734,SHOP_003,40.0,2,Good
BIKE_08560,SHOP_007,9.0,1,Good
BIKE_08560,SHOP_001,10.0,3,Good
BIKE_28628,SHOP_009,28.0,1,Good
BIKE_28628,SHOP_003,27.0,1,Good
BIKE_17099,SHOP_004,23.0,2,Good
BIKE_17099,SHOP_009,22.0,2,Good
BIKE_19487,SHOP_009,20.0,3,Good
BIKE_19487,SHOP_003,18.0,3,Excellent
BIKE_23313,SHOP_004,25.0,2,Excellent
BIKE_26043,SHOP_009,29.0,3,Excellent
BIKE_26043,SHOP_003,29.0,2,Fair
BIKE_24587,SHOP_009,28.0,2,Fair
BIKE_32032,SHOP_010,22.0,2,Good
BIKE_32032,SHOP_003,23.0,2,Good
BIKE_12483,SHOP_009,20.0,3,Good
BIKE_12483,SHOP_003,20.0,2,Excellent
BIKE_21925,SHOP_003,28.0,3,Good
BIKE_12307,SHOP_003,33.0,3,Good
BIKE_34175,SHOP_009,28.0,3,Good
BIKE_34175,SHOP_003,27.0,1,Excellent
BIKE_05215,SHOP_003,43.0,1,Good
BIKE_05215,SHOP_009,44.0,3,Fair
BIKE_04805,SHOP_009,20.0,1,Good
BIKE_37165,SHOP_003,28.0,3,Good
BIKE_38636,SHOP_009,8.0,2,Excellent
BIKE_38636,SHOP_001,10.0,3,Good
BIKE_31611,SHOP_007,16.0,2,Good
BIKE_26773,SHOP_009,21.0,2,Good
BIKE_07133,SHOP_006,11.0,1,Excellent
BIKE_19774,SHOP_003,44.0,3,Good
BIKE_00977,SHOP_007,11.0,2,Good
BIKE_20240,SHOP_006,19.0,3,Fair
BIKE_20240,SHOP_004,20.0,3,Good
BIKE_36238,SHOP_009,24.0,2,Fair
BIKE_36238,SHOP_003,24.0,2,Good
BIKE_27198,SHOP_012,43.0,1,Excellent
BIKE_09451,SHOP_009,36.0,2,Good
BIKE_09451,SHOP_003,38.0,2,Fair
BIKE_18778,SHOP_009,26.0,3,Excellent
BIKE_21524,SHOP_003,32.0,2,Good
BIKE_34342,SHOP_003,20.0,1,Excellent
BIKE_34342,SHOP_009,22.0,1,Excellent
BIKE_34987,SHOP_007,24.0,2,Good
BIKE_26481,SHOP_003,28.0,3,Good
BIKE_26481,SHOP_009,25.0,3,Good
BIKE_05186,SHOP_007,18.0,3,Fair
BIKE_05186,SHOP_001,18.0,3,Good
BIKE_14192,SHOP_003,10.0,1,Excellent
BIKE_12539,SHOP_003,24.0,3,Excellent
BIKE_15538,SHOP_003,18.0,2,Good
BIKE_15538,SHOP_004,19.0,3,Good
BIKE_21413,SHOP_003,37.0,3,Good
BIKE_37685,SHOP_003,22.0,1,Excellent
BIKE_37685,SHOP_009,20.0,3,Good
BIKE_35785,SHOP_003,21.0,1,Good
BIKE_35785,SHOP_004,21.0,1,Good
BIKE_31485,SHOP_003,46.0,3,Good
BIKE_31485,SHOP_009,46.0,2,Fair
BIKE_18136,SHOP_006,21.0,2,Good
BIKE_18136,SHOP_003,22.0,1,Fair
BIKE_12640,SHOP_003,20.0,2,Good
BIKE_05780,SHOP_007,9.0,2,Good
BIKE_11872,SHOP_009,32.0,2,Excellent
BIKE_07811,SHOP_003,36.0,1,Good
BIKE_15805,SHOP_009,34.0,1,Excellent
BIKE_15805,SHOP_003,34.0,1,Good
BIKE_18301,SHOP_006,11.0,1,Fair
BIKE_18301,SHOP_007,10.0,3,Fair
BIKE_05883,SHOP_009,38.0,1,Good
BIKE_05883,SHOP_003,40.0,3,Good
BIKE_31538,SHOP_012,57.0,2,Good
BIKE_32746,SHOP_003,39.0,3,Good
BIKE_31451,SHOP_007,12.0,2,Fair
BIKE_05071,SHOP_003,36.0,3,Good
BIKE_05071,SHOP_009,37.0,3,Excellent
BIKE_33713,SHOP_009,23.0,2,Good
BIKE_33713,SHOP_003,24.0,3,Fair
BIKE_05869,SHOP_010,9.0,2,Excellent
BIKE_05869,SHOP_007,11.0,3,Fair
BIKE_30830,SHOP_012,50.0,2,Good
BIKE_35324,SHOP_003,42.0,1,Good
BIKE_21671,SHOP_010,20.0,1,Good
BIKE_21671,SHOP_004,18.0,3,Good
BIKE_05553,SHOP_001,12.0,2,Excellent
BIKE_03633,SHOP_007,24.0,1,Good
BIKE_03633,SHOP_003,24.0,3,Good
BIKE_17090,SHOP_009,23.0,1,Good
BIKE_03104,SHOP_012,57.0,3,Good
BIKE_35566,SHOP_003,20.0,3,Fair
BIKE_35566,SHOP_009,23.0,3,Good
BIKE_02868,SHOP_003,20.0,1,Good
BIKE_34205,SHOP_003,34.0,2,Excellent
BIKE_25238,SHOP_009,48.0,1,Good
BIKE_17957,SHOP_007,20.0,2,Fair
BIKE_17957,SHOP_004,22.0,2,Good
BIKE_10700,SHOP_003,43.0,2,Good
BIKE_34733,SHOP_009,24.0,3,Good
BIKE_34733,SHOP_003,26.0,2,Excellent
BIKE_29458,SHOP_003,49.0,3,Good
BIKE_00342,SHOP_009,24.0,2,Good
BIKE_14543,SHOP_009,40.0,3,Good
BIKE_30340,SHOP_009,31.0,2,Good
BIKE_31662,SHOP_009,32.0,2,Excellent
